0.707f02+0.707f01,-0.707f02+0.707f01,class
0.265042,-1.389499,-1
-1.09824,-0.44346,1
0.236117,-0.540232,1
1.242997,1.119,-1
0.651828,-1.610802,-1
-0.591103,1.091772,-1
-1.045178,-0.104737,1
0.458453,0.507549,1
-0.531713,0.967321,-1
-0.649302,-1.613734,-1
0.070493,0.186903,1
-0.196966,-0.066131,1
1.066237,-1.267101,-1
-0.279439,-1.21983,-1
-0.976559,0.2354,-1
0.64072,0.999942,-1
-1.291291,-0.47671,1
-0.426334,1.171691,-1
1.356983,0.170528,-1
0.473127,0.969522,1
-0.085,-1.513276,-1
1.36821,-0.936845,1
2.27701,0.72146,1
-2.977081,-0.205304,1
-2.156836,-0.615377,1
-0.580553,0.365544,-1
1.67724,-0.783372,-1
-1.002726,0.203577,-1
1.229001,0.284367,-1
1.672302,-0.632753,1
0.197176,-0.25533,1
-0.47946,0.024006,1
0.190855,-0.60812,1
0.536805,1.429165,1
-1.313132,0.539442,-1
-0.444759,0.673866,-1
-0.863481,-0.565068,1
-0.976535,0.53664,-1
0.032392,-1.424167,-1
-1.612278,0.183729,1
0.77575,0.574964,1
1.276996,-0.85836,-1
1.499346,-1.413798,1
-0.879055,-0.775796,1
-1.746631,0.219075,-1
-1.789073,0.049359,1
1.288427,0.620968,-1
1.141977,-0.300441,-1
-1.697158,-0.113275,1
-0.647912,-1.926287,-1
0.578412,-0.019753,1
0.340759,-0.719836,1
-0.612366,0.469491,-1
0.332398,0.85849,1
0.151347,0.548751,1
1.615691,-1.141895,-1
0.986726,1.049964,-1
0.272266,0.540982,1
-0.34521,-1.323784,-1
1.855402,-1.241582,-1
1.817308,-0.091783,-1
-0.618182,-1.545846,-1
-0.077689,1.506194,1
-0.603893,0.309679,1
-0.283677,-1.159016,-1
0.221358,0.607448,1
-1.220574,-0.434277,1
0.102537,0.330242,1
1.103862,0.593375,-1
1.141353,0.753898,-1
-0.938534,-1.791248,-1
-1.066315,0.871108,-1
-1.035287,-0.212221,1
1.65329,0.3834,-1
-0.634952,1.005498,-1
-1.982878,-0.577178,1
-0.566106,0.640197,-1
-1.120117,0.115883,1
-0.70847,1.313803,-1
-1.233193,0.944637,-1
0.693575,-1.286224,-1
1.183683,-0.485,-1
0.781268,-1.184389,-1
1.264975,-0.842097,-1
0.087631,-0.381845,1
1.093098,-1.395798,-1
-1.458528,-1.37026,-1
1.117949,-0.115173,-1
1.10244,0.495791,-1
-0.615874,0.812451,-1
-0.509061,1.272805,-1
-1.258728,-0.038284,-1
2.142577,-0.261469,1
-0.616768,-1.54726,-1
0.83165,1.035314,-1
0.666915,1.383918,-1
0.642778,0.187443,1
0.059974,-1.382444,-1
-0.69172,-1.486453,-1
-1.463778,0.204955,1
0.731987,1.587579,-1
-0.238967,0.861274,-1
-1.109483,0.460259,-1
-0.803685,-0.921884,1
1.108753,-0.152652,-1
1.178761,-0.139211,-1
0.987083,-0.695742,-1
-0.376535,0.481884,1
-0.852729,1.268535,-1
-2.277033,-0.410317,1
1.08547,0.51276,-1
0.254499,-0.584073,1
0.658395,0.953979,1
0.407161,-1.586779,-1
-1.258784,-0.749662,1
1.193059,1.833698,-1
-1.028159,0.499158,-1
-1.43478,0.276378,-1
-0.386175,-0.694436,1
-0.025391,1.127173,1
-1.653274,0.411423,-1
-1.545763,0.7452,-1
-0.894827,0.971888,-1
-1.336572,-0.785025,1
2.793223,0.771,1
1.342117,-0.032421,-1
-0.172648,-1.056473,-1
-0.65493,-1.254509,1
2.623466,0.205278,1
0.770774,0.250388,-1
-1.195046,0.459545,-1
-0.065894,-1.347097,-1
0.457874,0.342645,1
1.112357,0.712175,-1
1.448928,0.389748,-1
0.808863,-0.972953,-1
0.577636,-0.893065,-1
0.413522,-1.622842,-1
1.035136,-1.10022,-1
0.27854,-0.606699,1
0.191038,1.704213,1
0.160445,-0.651258,1
-1.555806,-1.060825,1
-2.574002,-0.056773,1
-0.652063,-0.762343,1
0.468122,0.280064,-1
1.078257,-1.283365,-1
1.14836,-0.060722,-1
0.083511,1.166782,1
-0.639199,0.944684,-1
0.326721,0.608164,1
-1.675915,0.247366,-1
-0.810477,-0.957524,1
0.400919,-0.036031,1
0.429292,1.069931,1
1.945907,-1.34906,-1
-0.455481,-0.783541,1
1.54221,-0.36688,-1
-1.350639,0.176678,-1
0.248773,0.329688,1
1.44954,-0.81309,-1
-1.441203,-0.468236,1
-0.154851,0.44902,1
-0.22646,-1.937568,-1
0.178295,1.518943,1
-0.102514,0.555095,1
1.546493,0.136601,-1
-0.595424,0.097539,1
-2.81443,-0.085078,1
1.032439,0.565791,-1
1.443229,-0.140605,1
-0.1599,-0.808975,1
-1.268737,-1.418613,1
0.018473,1.410031,1
1.264341,0.082129,-1
1.300368,-0.396599,-1
0.980884,1.395257,-1
0.029597,-0.998472,1
-0.980947,1.08375,-1
1.16553,-1.125384,-1
1.118563,-1.285483,1
-0.813916,0.255213,-1
1.511732,-1.274138,1
-1.216243,0.678755,-1
1.845608,0.092075,1
1.312433,0.158503,-1
0.137811,-0.713488,1
-0.111779,-0.349333,1
0.217819,0.562898,1
-0.184028,-1.880994,-1
0.155694,1.866852,1
-0.602482,0.270079,1
0.469571,0.718488,1
-1.01262,0.279947,-1
-0.557187,0.746692,-1
-0.333208,-1.562088,-1
0.393381,0.315203,1
2.257757,-1.3059,-1
-0.28978,2.142599,1
-1.560616,0.702064,-1
-0.10604,0.678843,1
-1.412845,0.453871,-1
-1.364793,0.023936,-1
-0.84999,0.131461,1
1.438901,-1.219694,-1
-1.430541,0.22405,-1
0.94199,1.377576,-1
-0.73886,0.628657,-1
1.087613,0.779351,-1
0.351432,0.111049,1
-1.277097,0.16537,-1
1.315904,-0.649752,-1
0.284324,0.999914,1
-0.739614,0.929119,-1
0.738311,1.072077,-1
-0.239126,-1.142749,1
1.234573,-0.78765,1
1.192262,-1.098652,-1
0.888169,0.379096,1
0.777158,0.501422,-1
-1.267203,0.0989,-1
-1.15632,-1.644181,-1
-1.131442,-0.024131,-1
-1.395979,-0.8812,1
1.808181,0.737687,-1
-0.35001,0.572046,1
-1.528114,0.381027,-1
-1.890923,-2.02694,-1
-0.903662,-0.765332,1
-2.107336,-0.608302,1
0.863833,0.875836,-1
-0.82342,0.802889,-1
-2.595202,0.120009,1
0.162471,-1.859753,-1
-0.707164,0.834295,-1
-1.817396,-0.431495,1
0.615783,-1.378157,-1
0.883069,-1.520978,-1
-0.882568,-0.496478,1
-1.779217,-0.512106,1
-0.813176,0.671716,-1
0.441226,-0.043806,1
0.922849,0.760245,-1
-1.128547,0.823018,-1
-1.519638,0.248086,-1
-0.562122,0.936912,-1
1.944594,-0.063487,1
2.001125,-0.57262,1
1.151795,-1.337101,1
1.248104,0.420846,-1
-0.674564,0.852754,-1
-1.499163,-0.155687,1
-0.240568,-1.499145,-1
0.212252,1.711286,1
-0.287929,-0.389583,1
2.722533,1.067991,1
-0.620243,-0.781433,1
1.518922,0.23489,-1
1.866782,-0.40999,-1
-0.838073,-1.184517,-1
2.177978,0.297171,1
-0.000749,-0.234061,1
0.429526,0.443126,1
-1.678108,-0.655646,1
-1.605235,-0.17691,1
1.050114,0.519829,-1
-0.919297,0.035285,-1
-0.923569,-0.33384,1
1.151898,-0.030314,-1
-1.747316,0.501222,-1
1.611602,0.806971,-1
1.317358,-0.153343,-1
0.644966,1.038127,-1
-0.492106,1.063494,-1
0.158495,1.524598,1
1.112271,-0.372571,-1
-0.712588,-0.690502,1
0.53519,-1.119352,-1
-0.395403,-1.146297,-1
-1.209883,0.628549,-1
1.151199,0.069392,-1
0.99415,-0.745241,-1
-1.039214,1.096191,-1
-1.393033,0.600956,-1
0.149105,-0.968056,-1
-0.461167,-1.151252,-1
-1.235451,-0.772996,1
-0.964557,0.888017,-1
-1.542337,-0.635836,1
1.406378,-1.153226,-1
-0.576267,0.908625,-1
-1.133543,0.236802,-1
1.047947,-0.060729,-1
0.97588,0.707214,-1
1.371078,-0.439021,-1
0.643743,0.770618,-1
-0.155729,-1.711279,-1
0.863432,0.545271,-1
2.326441,-0.148313,1
-0.690198,-0.128752,1
0.542415,0.823857,1
-0.730409,1.07974,-1
1.061249,0.933009,-1
0.39251,0.922844,1
0.21278,0.340221,1
1.14138,-1.135391,-1
-0.438521,-0.930624,1
-1.308893,0.487114,-1
-0.673187,0.380387,-1
0.484903,-0.348013,1
0.819549,0.034716,-1
-0.959563,0.553613,-1
1.398607,-1.062006,-1
-0.953399,-1.083335,1
0.921161,-0.903079,-1
1.13919,0.234153,-1
0.15691,-0.63358,1
-0.740302,1.168838,-1
-1.127157,0.513293,-1
0.751788,0.705004,-1
-0.504529,-0.445958,1
0.835086,-0.224095,-1
-0.545322,-1.222679,-1
0.890965,-0.026799,-1
-0.826086,-1.620819,-1
0.493643,1.090443,-1
0.141375,-0.36487,1
-0.033225,0.424987,1
-0.188713,1.465879,1
-0.946834,0.552199,-1
0.988526,-0.333689,-1
0.392452,0.19308,1
-2.354807,-0.275968,1
1.381671,-0.612269,-1
-1.069914,0.076994,-1
0.135965,0.083242,1
-0.905229,0.876636,-1
-0.502817,-0.249657,1
-2.51034,0.190729,1
-1.365451,0.656822,-1
1.951665,-0.070558,1
-1.526747,-0.22711,1
0.09476,0.342262,1
-0.968236,0.870197,-1
1.072589,-1.416307,1
1.069927,0.683886,-1
-0.917121,0.723329,-1
-0.34643,1.138462,-1
1.895115,0.184006,1
-0.715654,0.78338,-1
0.050836,-0.690159,1
1.313097,-1.27479,1
-1.543751,-0.634421,1
0.787954,-0.682747,-1
-1.553544,0.709135,-1
0.511289,0.673942,1
-0.980858,-0.475979,1
2.093118,0.254736,1
0.567891,1.072771,1
-1.094029,-0.843698,1
0.314765,1.424904,1
-0.257999,1.637,1
1.30247,-0.634903,-1
0.364867,0.103272,1
-0.260284,-0.435615,1
-1.518264,-0.249738,1
-1.074136,0.340049,-1
-0.345037,0.865508,-1
-0.62508,0.654759,-1
0.67044,1.253099,-1
-0.986115,1.007874,-1
1.824364,-0.282709,1
-0.783473,0.715561,-1
-0.988692,-1.175336,1
-1.397972,0.737433,-1
-1.050978,-1.905105,-1
-0.427057,0.968743,-1
0.107553,1.156884,1
1.115979,1.797628,-1
0.362727,-0.125133,1
-0.369063,1.073404,-1
-1.362658,0.207084,-1
-0.452498,1.173811,-1
1.302569,0.620969,-1
-0.817206,0.681828,-1
-2.773536,-1.59693,-1
0.453133,-1.484241,-1
-0.924227,0.293389,-1
1.092551,0.632974,-1
1.443208,-0.409316,-1
0.879029,1.04451,-1
1.553478,-0.949559,1
-0.661831,0.907911,-1
1.194353,0.304871,-1
-0.723372,0.651216,-1
0.994973,0.716408,-1
0.034522,-1.313147,-1
-0.907968,0.219142,-1
-0.662426,0.533978,-1
0.014263,1.824412,1
-1.198652,-0.427911,1
0.816752,0.427883,-1
0.305975,0.263999,1
-0.614442,1.040149,-1
-0.814627,0.20642,-1
0.483017,0.843652,1
-0.186631,0.968762,1
-0.878922,0.902944,-1
0.699221,-1.421993,-1
0.899448,-0.057913,-1
0.128595,-1.008364,1
-1.166855,-0.728441,1
0.183068,-0.719141,1
2.496216,0.643692,1
-0.05729,0.052615,1
-1.45106,0.076257,1
0.386776,-0.043103,1
-1.117244,0.678763,-1
-0.893209,0.860373,-1
-0.514133,-0.282186,1
0.303902,-1.803171,-1
1.887963,-0.827198,1
-0.669554,0.713519,-1
1.323779,-1.221683,-1
-0.422252,-0.870516,1
-0.083403,0.784915,1
2.192107,0.127459,1
-1.909301,-0.141577,1
-0.97318,0.93596,-1
-0.075081,-1.274263,-1
-0.360008,-0.664028,1
-2.135578,-0.056738,1
1.521686,-0.585387,-1
1.41706,-0.209199,-1
0.717047,0.445553,-1
1.041228,-0.966854,-1
-2.135607,-0.424449,1
0.89721,-1.535119,-1
0.299845,0.543105,1
-0.096865,0.453268,1
-0.918581,1.047126,-1
-0.711587,0.702597,-1
0.269436,0.512696,1
1.22963,-0.693602,-1
-1.081331,-1.224136,-1
0.416573,1.181658,1
0.926366,0.530426,-1
-1.466587,0.456695,-1
1.178444,1.225985,-1
1.408596,0.062341,-1
-0.876383,-0.976481,1
-0.770029,0.827996,-1
1.436936,0.755336,-1
-0.152349,-0.10792,1
1.328777,1.174659,-1
1.021677,-1.396511,-1
-0.437719,0.266557,1
-1.179663,-1.733989,-1
-1.649115,-0.642208,1
-0.308934,1.359799,1
-1.366213,-0.041121,-1
-0.565837,-1.329458,-1
1.213445,0.299923,-1
1.31242,-0.006966,-1
1.071941,-0.66745,-1
-0.098885,1.739547,1
1.536476,-1.348385,1
-0.366229,1.146946,1
-2.439678,-0.45983,1
-2.467977,-0.629545,1
-0.028221,1.108788,1
0.657779,2.100246,-1
1.484261,0.085682,-1
-1.335872,-0.870588,1
1.016151,0.255358,-1
1.429715,-1.129888,-1
0.288366,-1.535875,-1
-1.270774,-0.355788,1
-1.014808,-0.569323,1
0.423496,-0.69508,1
-0.316927,-1.352067,-1
1.507492,-1.235953,1
-1.605272,-0.643619,1
-0.014301,-1.697125,-1
1.340591,-1.445278,1
-0.270855,0.021901,1
-0.401551,1.592439,1
-0.751746,-0.473132,1
-0.992793,0.619374,-1
1.555678,0.042552,-1
1.169576,-0.035263,-1
0.062954,0.535308,1
-0.975782,1.117198,-1
2.729568,0.608354,1
-0.917848,0.47371,-1
-2.23463,-0.735597,1
-0.907149,-1.044722,1
-0.248282,0.208516,1
-0.723864,0.690321,-1
-0.648397,0.87892,-1
-0.907951,0.442596,-1
-0.955785,0.939214,-1
1.311264,-1.205915,-1
1.18011,-0.955246,-1
-0.266489,-0.215838,1
-0.764332,1.328649,-1
-0.042494,-0.536011,1
-1.190826,0.17952,-1
-0.896615,0.715552,-1
-1.799732,-0.604742,1
-1.070627,0.002745,1
1.073458,0.62378,-1
-0.95323,0.159739,1
-0.496005,0.493932,1
2.432562,0.495189,1
1.295909,-1.334403,1
-0.94694,-0.77863,1
-0.777213,-0.599004,1
1.168922,0.641466,-1
1.243823,-0.06425,-1
-0.082842,-1.054344,-1
0.882106,0.88585,-1
-0.984302,0.684431,-1
-0.063522,1.817335,1
1.087589,0.482354,-1
-1.640574,0.056442,-1
1.470487,-1.513365,-1
-1.28203,0.386703,-1
-1.185181,0.02395,1
-1.25449,-0.097683,1
0.932584,-1.315904,-1
-1.11516,0.211347,-1
1.050842,0.787834,-1
-1.499149,0.028168,-1
-0.187319,1.212724,1
-0.207151,0.798341,1
-0.833657,1.004775,-1
-1.243239,-0.892502,1
1.315926,-0.381041,-1
-0.298423,0.148476,1
0.540939,0.048836,1
0.042288,-1.470837,-1
0.361197,-1.590318,-1
0.248222,0.524008,1
-0.147901,-1.085464,-1
-1.148392,0.248822,1
0.758112,1.094707,-1
-0.864839,0.14631,1
-0.120274,-0.468132,1
0.191045,1.78907,1
-0.605932,1.345632,-1
1.441042,-0.977146,1
-1.377536,-0.15002,1
0.127415,1.951706,1
0.009903,0.339427,1
-1.722574,0.39869,-1
1.692792,-0.85267,-1
-0.403246,-1.958796,-1
1.284723,-1.501146,1
0.648408,-0.146325,1
1.115201,0.907345,-1
-1.018433,0.989698,-1
0.489419,1.320969,-1
-0.16687,0.469526,1
-0.563524,1.091067,-1
-0.924962,0.82862,-1
-0.883518,0.898347,-1
1.410044,0.499351,-1
2.192115,0.226458,1
-0.612518,-1.452504,-1
1.633459,-0.006941,1
0.094051,0.318927,1
-1.320214,0.405086,-1
2.98416,0.905371,1
0.149775,-1.448201,-1
-0.482321,0.507616,1
1.511843,0.12882,-1
0.511354,1.497048,1
-1.305337,0.745219,-1
-1.120095,0.39308,-1
-0.020566,-0.446203,1
-0.035984,1.310321,1
-0.021387,-1.888053,-1
0.350765,0.61948,1
0.177379,-1.122209,-1
-0.461844,-0.764449,1
0.947512,-0.325206,-1
0.19222,-1.236057,-1
-0.288602,-0.848584,1
-1.132832,1.186415,-1
-0.350123,-0.856368,1
-0.265843,0.801872,-1
-0.631426,0.881749,-1
-2.814439,-0.198219,1
2.241632,0.445674,1
-0.4299,0.789131,-1
0.485845,0.845067,1
0.0418,1.297598,1
1.208102,-1.096953,-1
-1.528895,-0.564414,1
1.173104,-0.136383,-1
0.605967,-0.313212,1
-0.504131,1.009044,-1
-0.338668,0.929858,1
1.390947,0.433585,-1
-1.021074,0.675942,-1
1.533678,-0.955218,-1
1.926273,0.746889,1
0.039719,0.021926,1
0.537292,-1.357657,-1
1.003399,-0.04164,-1
1.079082,0.215056,-1
1.522409,-0.386681,-1
-0.536548,0.634401,-1
-0.593173,1.740215,1
-0.60475,-1.587566,-1
-0.488745,-1.151961,1
0.84292,0.478092,1
0.500023,1.282078,1
0.799729,0.671207,1
-0.17125,-1.257299,-1
-1.394578,-1.052327,1
-0.947524,0.777776,-1
0.000619,-0.822397,1
-0.280763,-0.079927,1
-0.642361,-0.58676,1
1.890736,-1.531505,-1
0.829532,1.079863,-1
-0.854394,0.771914,-1
-0.468206,-0.735457,1
1.566204,-0.979258,-1
-0.917327,0.807973,-1
1.547838,-0.743076,1
0.393863,0.14641,1
-1.145554,0.367621,-1
0.148625,1.902208,1
-0.202176,1.115845,1
1.741617,-0.436164,1
0.425674,0.026906,1
1.106697,0.675403,-1
0.731144,-0.139954,1
0.151968,-0.539531,1
-0.944767,-0.134429,1
-0.87163,1.009227,-1
-1.093184,0.900806,-1
-0.081435,-1.143443,-1
0.770089,0.535364,1
0.332634,0.268456,1
1.53018,-0.477901,1
-0.555034,1.156124,-1
0.712032,-0.379674,1
-2.185097,-0.30424,1
1.228984,0.069398,-1
-1.001981,0.680894,-1
-0.821819,-1.313922,1
-2.015417,-0.714365,1
0.019163,1.188698,1
-1.429141,0.041609,-1
-0.12009,1.859759,1
1.506785,-1.23666,-1
1.045121,-0.028201,-1
-2.37601,-0.141614,1
-0.127431,-1.555707,-1
-0.108951,-0.366304,1
-0.262379,-0.099726,1
-0.148667,-1.831492,-1
1.188716,0.565097,-1
-0.226151,1.96582,1
2.312346,0.459822,1
-0.80607,1.117212,-1
-0.219831,1.406477,1
1.282802,1.036764,-1
1.332135,-1.071911,1
-0.78379,-0.786198,1
-1.157595,0.123658,-1
0.478615,-1.161785,-1
1.66175,0.063775,-1
-1.410783,-0.300643,1
-1.746657,-0.106207,1
-1.023525,0.984607,-1
-1.714081,0.492032,-1
-0.970957,-0.457592,1
0.253011,-1.514663,-1
-1.018938,0.861919,-1
1.214817,-0.2276,-1
-0.398935,-1.100333,1
-0.692216,1.174499,-1
-0.113529,-0.128353,1
-0.413619,1.000565,-1
-0.134292,1.107365,1
1.48562,-0.607311,1
-0.826734,0.912707,-1
1.569846,0.353693,-1
0.287067,-0.084832,1
-0.248806,1.632051,1
-0.360038,-1.038809,-1
1.859739,-0.049351,1
-0.268565,2.149672,1
-1.064279,-1.09975,1
0.559421,1.265111,-1
0.388248,0.682418,1
-0.007219,-1.562769,-1
-0.930748,-0.794822,1
-0.205911,-1.406508,-1
0.681045,1.22835,1
0.888872,0.324647,-1
0.053606,-1.431237,-1
-0.374593,2.680016,1
0.4151,-0.457412,1
0.825804,-1.351977,-1
-0.456046,1.014705,-1
-0.048169,-0.758052,1
0.618808,1.106718,-1
-1.558508,0.534473,-1
0.557207,0.101873,1
-1.207072,0.405095,-1
-1.529537,0.26647,-1
0.254694,1.881002,1
-1.245374,-1.074236,1
-0.777836,0.469478,-1
0.551449,-1.1738,-1
1.505504,0.446323,-1
1.072737,0.454774,-1
1.132087,-0.175986,-1
-0.219099,1.732466,1
0.367792,1.329445,1
0.325883,-1.054312,-1
-1.753737,-0.212278,1
0.247467,-0.089078,1
-0.675923,0.651998,-1
0.999827,-0.499157,-1
0.076948,-1.337186,-1
-0.100478,-0.521873,1
0.884752,1.887416,-1
-0.966671,0.091145,-1
1.084718,-0.951647,-1
1.040776,-1.320846,1
-1.072547,-1.034906,1
-0.256817,-1.299027,-1
0.984993,-0.293382,-1
1.704118,-0.699928,1
-1.050939,-1.41011,-1
-0.261503,2.02946,1
-0.771543,-0.439191,1
1.238164,-0.09395,-1
-1.317372,-1.214396,1
1.087489,-0.779176,-1
-1.64698,-0.474617,1
-1.106592,1.25508,-1
-0.869229,-1.719114,-1
-0.943309,0.42138,-1
-1.07975,0.885957,-1
1.133652,1.737523,-1
2.616445,0.848771,1
-1.316664,0.578334,-1
1.033166,0.819653,-1
-0.159869,-0.411564,1
0.129449,0.845039,1
1.222675,0.771583,-1
0.687201,-1.40573,-1
-0.814598,0.579788,-1
1.937509,-0.240272,1
-1.506222,0.006954,-1
-1.675259,-0.389763,1
0.998679,1.080442,-1
1.168228,0.797743,-1
-0.661839,0.808912,-1
-0.34015,0.067152,1
0.802495,-1.021746,-1
-0.463653,0.502243,-1
-0.782856,-0.423635,1
0.588922,-1.249461,-1
-1.296876,0.428423,-1
0.940459,0.79921,1
-0.72334,1.058526,-1
1.199331,0.667632,-1
-1.124333,0.459551,-1
1.290458,-0.519641,-1
1.01818,0.877071,-1
-0.078544,-0.352866,1
1.452678,-1.375616,-1
-0.225007,-1.443987,-1
1.22816,-1.402152,-1
-1.47934,0.146968,-1
1.078369,0.132321,-1
1.236023,-0.333669,-1
-0.892459,-0.383337,1
-0.474418,1.180173,-1
-1.785603,-0.788596,1
0.683204,1.707081,-1
-0.673857,0.839318,-1
-0.649088,1.090353,-1
-1.389535,0.12364,1
-0.312706,-1.625021,-1
1.243152,0.39751,-1
0.52894,0.323911,1
0.586288,1.209957,-1
-1.564937,-0.287927,-1
0.360564,-0.646292,1
-0.717172,-1.432712,-1
1.264288,-0.588236,1
-0.535248,0.977928,-1
-0.072841,0.221329,1
1.044427,0.147875,-1
-0.862683,0.579784,-1
-0.037322,0.041189,1
1.120091,0.142931,-1
-1.066399,-0.193838,1
-1.261525,0.364783,-1
-0.298518,-1.056483,-1
-0.784295,-0.729118,1
1.352553,-1.306042,-1
-1.253775,-0.003634,-1
1.07347,0.77935,-1
-0.423608,-0.128024,1
0.475966,1.10812,1
0.439713,-1.285537,-1
-0.442637,0.678816,1
-1.306039,0.815225,-1
1.438939,-0.738842,-1
-1.378907,0.388817,-1
-0.07087,-1.682987,-1
-1.565008,-1.178918,1
0.763065,1.132186,-1
1.644736,-0.476478,1
-1.041604,0.386722,-1
0.286467,1.269332,1
0.412321,1.072759,1
-0.925061,-1.309687,-1
-0.630077,0.060058,1
2.694251,1.110417,1
-0.898923,-1.646989,-1
-1.552864,0.370418,-1
1.050181,1.368392,-1
-2.156828,-0.516378,1
1.18232,0.165565,-1
-2.538651,-0.134555,1
0.180961,-0.533165,1
0.076988,-0.839363,1
-0.091804,1.859761,1
-0.300517,0.313253,1
0.492953,1.303291,1
1.271467,0.765223,-1
-1.082614,0.430561,-1
-0.043208,-0.624403,1
-0.587797,-1.816677,-1
-1.15475,0.330142,-1
0.000557,0.012447,1
1.351227,-1.081102,-1
0.7878,0.937725,-1
-1.347857,-0.420144,1
0.460435,1.434816,-1
-1.027474,0.217011,-1
0.028127,-1.711265,-1
2.057734,-0.091764,1
-1.323762,0.24598,-1
2.206266,0.339601,1
-0.526932,-1.17035,-1
-0.414542,-1.735342,-1
-1.071128,-0.965606,1
1.218437,0.832396,-1
-0.918452,0.891697,-1
1.074785,-0.480766,-1
1.528776,-0.352031,-1
0.402994,0.264573,1
-0.985039,0.306113,-1
0.593332,0.863461,-1
-0.274423,-0.394602,1
0.021122,-0.862703,1
-0.665561,-1.555043,-1
0.822249,-1.595939,-1
0.709924,-0.205012,-1
-0.469509,0.666086,1
-0.901013,-1.248872,1
0.135515,-0.242041,1
-1.445363,0.57691,-1
1.410665,-0.597417,1
-1.436918,0.062116,-1
-1.612979,0.267878,-1
0.007734,-0.260931,1
-1.161798,0.620067,-1
0.609825,-0.706733,-1
1.438234,-0.711263,-1
-0.315987,-0.19887,1
1.415683,0.267411,-1
0.215564,-1.116549,1
-1.937577,-0.028437,1
1.223283,-0.487826,-1
-0.497696,1.9064,1
-0.201506,0.648429,1
0.171057,-0.589736,1
0.331524,-1.25231,-1
1.059316,0.637921,-1
-0.825908,0.630701,-1
-0.161399,-0.091798,1
-1.21422,-0.567925,1
-1.296197,0.078391,-1
-0.29059,0.837934,-1
-0.387586,-0.664737,1
-1.681636,-0.553112,1
0.633578,0.103293,1
2.482082,0.756833,1
-1.029966,0.907458,-1
0.899581,1.617999,-1
0.358634,1.762919,-1
0.642025,-0.391701,1
0.947505,-0.418548,-1
-0.334624,-1.588959,-1
0.467387,-0.074211,1
0.248767,-1.533049,-1
-0.466017,0.108156,1
1.11584,0.038275,-1
1.029545,-0.261557,-1
-1.255841,0.695723,-1
0.692118,-1.825061,-1
1.41066,-0.653988,1
1.218437,0.832396,-1
0.766588,0.973081,1
-0.317526,0.014826,1
2.595234,0.884126,1
-1.647652,-0.035486,1
-1.176751,-0.676113,1
-0.179713,-0.974446,-1
0.427219,1.680189,-1
1.267762,-1.376692,1
-2.064866,-0.085018,1
-1.168157,0.684416,-1
-1.49218,-1.26589,1
1.825744,-0.719718,-1
-0.04964,-1.477916,-1
-0.569305,-0.475946,1
-1.685285,-1.992133,-1
0.731906,0.552332,-1
-1.88103,-0.32543,1
0.246765,-0.020486,1
-0.787709,0.810316,-1
-0.991442,-0.186761,-1
-1.071282,0.654017,-1
1.120809,0.280823,-1
1.598102,-0.014015,-1
-0.608799,0.861951,-1
1.324428,-0.174556,-1
1.245255,0.154962,-1
-0.806233,-0.947624,1
-1.682994,0.155438,-1
-1.037104,0.956886,-1
0.008532,0.881093,1
0.456657,-1.636274,-1
-0.082823,-0.82099,1
-1.197863,0.612286,-1
1.125151,1.533867,-1
1.214775,-0.765023,-1
-0.432163,-1.01053,1
0.209827,-0.348741,1
-0.604501,1.559188,-1
-0.319762,-1.434095,-1
0.594563,-1.441801,-1
0.244542,-1.311009,-1
-0.01429,-1.569841,-1
-0.567972,-1.49705,-1
-1.267219,-0.110412,1
1.781953,-0.070571,1
-0.288523,0.144234,1
1.497031,0.610378,-1
0.315951,-1.451723,-1
0.441119,-1.397264,-1
-0.214185,1.270707,1
-1.064964,0.069216,-1
-0.818101,0.808207,-1
1.36837,1.092634,-1
0.629733,0.665819,1
-0.9313,0.272175,-1
1.347744,-0.419931,-1
-0.197382,-0.859184,1
-0.271694,-1.651889,-1
-1.671044,-0.747573,1
2.574006,0.707341,1
-0.570036,-0.77365,1
0.861996,0.263831,1
0.426476,1.22833,1
-0.672375,0.812518,-1
1.330084,-0.183042,-1
-1.014768,-0.054528,-1
-0.714659,0.840941,-1
1.912115,0.54889,1
-0.559537,0.543532,-1
-0.567226,-1.002762,1
-1.832299,-1.095497,1
0.042509,1.315277,1
1.458712,-1.072608,-1
1.368236,-0.611563,-1
0.298392,0.056596,1
1.380934,-0.994829,-1
1.234663,0.349424,-1
0.892473,1.15836,-1
-0.995066,-1.296257,-1
-0.76016,0.432001,1
-0.306338,-1.574814,-1
0.052195,-1.390223,-1
-1.311717,0.540856,-1
-0.515505,0.263722,1
1.017501,-0.552191,-1
-0.917856,0.378953,-1
-0.368385,0.716301,-1
-0.292697,1.023911,-1
0.289847,-0.70004,1
-0.487298,-0.733337,1
1.411422,0.031227,-1
-0.077202,-1.276385,1
-1.025407,-0.459718,1
1.011209,0.364963,-1
0.808023,0.931646,-1
1.031019,0.496492,-1
0.446109,-0.880347,-1
0.309785,1.048001,1
-0.32751,-1.050121,1
0.519583,-1.743047,-1
-0.693695,0.36695,-1
-0.36694,1.103811,-1
0.575604,0.247544,-1
0.304674,-0.982186,-1
-0.601013,0.954587,-1
1.630545,-1.084616,-1
-0.660416,0.909325,-1
-2.63767,-0.389132,1
0.009813,-0.799061,1
1.241696,-0.132842,-1
-0.814626,0.219149,-1
1.179405,-0.927667,-1
-0.939045,0.687263,-1
