0.302f19+0.272f01+0.269f03+0.265f20+0.254f16...,'0.485f05+0.428f08+0.33 f10-0.308f06-0.275f18...',-0.491f02-0.445f12+0.359f07+0.282f01+0.232f18...,-0.449f13-0.405f20+0.336f15+0.317f17+0.289f07...,'-0.443f16+0.44 f17+0.325f11-0.314f07-0.312f13...',f21
-1.47822,-0.006834,0.039568,0.836818,0.318941,0.0
-0.005049,0.683101,-0.382449,-0.626202,0.688748,0.0
-1.908802,1.558278,0.590758,0.236843,-1.427865,0.0
0.627151,0.275535,-1.599151,0.436276,-0.005829,1.0
-1.657191,0.750594,0.06298,-2.023782,-1.460868,0.0
-0.848853,3.373297,-1.729491,1.227272,-0.398129,0.0
1.326398,1.121266,1.420436,-0.568909,-0.454105,1.0
1.1815,0.323258,0.39539,1.076133,-0.755579,1.0
-4.713891,1.014994,0.468682,-0.602536,2.222778,0.0
-1.767243,-0.969174,0.22683,0.559171,-0.684141,1.0
0.163797,0.370699,0.131052,0.631513,0.186605,1.0
0.371319,0.205758,1.381813,-0.501431,1.225669,1.0
0.739972,2.537459,-0.19766,0.054856,1.975191,0.0
-0.818537,-0.618372,-0.125001,1.520058,0.026592,0.0
-0.651101,-1.348962,2.080001,-0.545587,0.336921,0.0
-0.475776,-1.013688,-0.84256,-0.95819,0.493087,0.0
0.477117,2.957837,-0.209443,-1.14386,-0.377734,0.0
-0.160049,1.074902,-4.053437,-2.049933,0.906854,0.0
0.894706,0.407922,-0.351463,0.191005,-0.791896,1.0
0.185356,0.543551,0.042212,1.024238,-1.601396,0.0
0.25211,0.345297,0.161561,0.055573,0.978703,1.0
0.462928,-0.882227,-0.763152,0.784802,-0.849741,0.0
-2.630894,0.282999,1.197177,0.330584,-0.580346,0.0
0.278887,-0.665566,0.054739,-0.305247,-1.03474,1.0
0.772707,-0.834568,-0.382854,0.726121,1.139192,1.0
0.366697,-0.718584,0.087782,0.690399,-0.476638,1.0
0.394149,-0.657351,0.762911,1.925491,-1.219494,0.0
-0.519407,-0.467165,0.410702,-0.141192,-0.164085,1.0
1.198917,0.95045,-0.960252,1.143005,0.946349,1.0
-1.266494,0.500287,1.4107,-1.643222,-0.786901,0.0
-1.993918,-2.93431,-1.382551,-0.137801,2.608523,0.0
-0.527136,-0.642618,2.994504,1.071503,1.024665,0.0
-1.563635,1.781776,-0.663602,-0.156588,-1.342822,0.0
0.039593,-0.841833,-2.113107,1.999861,-0.355703,0.0
1.208497,-0.016079,-0.256776,-0.225647,0.091137,1.0
0.448842,-0.421268,1.28245,0.10177,0.044128,1.0
0.567767,-1.5043,-0.662198,0.090529,-0.679902,0.0
1.717589,-0.117042,0.409371,0.937465,0.810782,1.0
-0.266591,-0.871278,-0.120322,-1.987156,2.207988,0.0
1.160144,0.490002,-0.132468,-0.407397,-0.244939,1.0
0.946068,-0.766279,0.408326,-0.613554,-0.227282,1.0
-0.272852,-1.900501,-0.755991,4.512937,0.713879,0.0
0.531261,0.280565,0.503961,-0.401436,-0.028702,1.0
0.180173,-1.732611,0.461186,0.41994,2.039768,0.0
-0.164958,0.168732,1.803405,0.527144,0.342314,0.0
1.701797,-1.124897,-0.158769,0.814448,0.904686,1.0
1.260996,-0.327289,-0.104622,0.231208,-0.316371,1.0
-3.067428,-2.536355,0.552493,-0.827505,1.108908,0.0
-1.529275,0.047069,0.92691,-0.93023,-1.685867,0.0
1.010068,0.619296,-0.952609,-1.015334,-0.428631,1.0
0.334227,-0.430231,-0.633006,0.936205,0.182428,1.0
0.0476,-0.462417,-0.027188,0.250419,-1.050118,1.0
0.932812,-0.688158,-1.211632,-1.011996,-0.269966,1.0
0.592473,0.483425,-0.434633,-0.298438,0.385878,1.0
0.695832,-1.179003,-0.531209,-0.941772,-0.854592,1.0
1.049366,-0.651441,0.303588,1.131936,0.516465,1.0
-1.281855,-2.463541,-0.02597,-1.585054,-0.667919,0.0
-0.72012,-0.091374,-1.860665,1.426245,-1.410915,0.0
0.852666,-1.488718,0.689815,-1.243463,-0.107482,1.0
0.43403,1.923408,1.125742,0.199914,-2.669771,0.0
1.836021,0.626747,-0.377728,-1.175831,-0.033064,1.0
0.662305,-0.784485,-1.044726,0.299148,-0.454781,1.0
1.243067,0.066166,-0.136739,-0.848675,0.245246,1.0
0.290947,0.909384,0.02237,-1.841457,-1.50847,0.0
0.358972,-0.334947,0.080777,-1.147993,0.016957,1.0
1.808545,2.051618,2.003648,0.415443,2.52283,0.0
0.839663,1.094288,-0.577918,0.032872,-0.114665,1.0
-2.001593,-0.294747,3.746014,-2.280722,1.424345,0.0
-0.059931,-1.483547,-0.169843,-0.500122,-0.176619,0.0
1.082044,-0.837629,-0.434566,0.026891,-0.190513,1.0
-0.988355,-1.046606,0.001995,-1.000618,0.345704,0.0
-0.61311,0.16499,0.68003,0.285966,0.933342,1.0
0.123517,-0.404283,1.366036,0.015433,-1.84391,0.0
-0.497955,-2.385738,0.931834,1.570162,-1.482439,0.0
-0.488639,0.910063,-0.990877,-1.889919,0.91042,0.0
0.196417,-0.207802,1.544229,0.639056,0.777563,1.0
0.647037,-0.844722,-0.543236,0.21572,-1.013701,0.0
-4.216363,0.804593,2.097028,-1.65222,0.901961,0.0
-0.996401,-1.724953,0.529926,-1.345679,-1.621591,0.0
0.274093,-1.05414,-0.355283,-0.749547,-0.895918,1.0
-0.31082,0.620698,1.1565,-0.376919,-1.104905,0.0
1.312698,-0.431967,0.674582,-0.253033,0.397191,1.0
-0.28847,0.031689,-0.101072,-0.124747,-0.393102,1.0
0.256618,1.03125,-1.169881,1.122772,-0.749409,1.0
-2.133064,0.477323,-0.667742,-0.288282,-1.150048,0.0
-0.33676,1.141935,2.120695,0.909465,-0.395294,0.0
0.676759,0.852642,-0.495055,1.53734,-1.107517,1.0
1.755037,0.267544,0.563045,-0.8141,-1.876916,0.0
-0.998519,2.019624,0.299413,-0.38459,1.145509,0.0
0.172963,-0.044093,-0.612771,0.491555,-0.297288,1.0
-0.699007,0.376328,0.036455,-0.713677,1.153693,0.0
0.761028,0.660588,1.280287,-0.687224,0.372838,1.0
0.470995,-2.306191,1.056894,-0.200001,-0.426645,0.0
-1.321324,-0.240097,0.19379,0.12576,2.572142,0.0
0.990954,-0.649134,-0.262147,0.457472,-0.974503,1.0
-0.214092,-0.997586,0.068508,0.561663,-0.132436,1.0
0.17773,0.810388,-0.236324,-0.597769,0.061263,1.0
0.348671,-0.50006,1.478803,0.003202,-0.825099,0.0
0.582482,0.760836,-0.365513,-0.404799,2.249602,0.0
-2.774771,0.168832,0.975158,1.14624,-0.825632,0.0
-0.473949,0.594288,0.654006,0.927594,-0.169225,1.0
0.785621,0.830155,-0.789564,-0.142193,0.23581,1.0
-0.117254,-0.396435,-0.866604,-0.593242,0.872014,0.0
0.497108,0.671438,0.145092,0.288141,0.262262,1.0
-1.748862,-0.15356,-2.090674,-0.681259,-1.487085,0.0
-2.454616,-1.3963,-2.356114,-0.698052,0.115036,0.0
0.444989,0.48444,0.960652,0.54367,0.511814,1.0
0.211132,-0.501993,-0.84006,-0.019595,0.335399,1.0
0.042318,2.204259,0.690179,-1.28602,0.428704,0.0
0.484638,0.280969,-0.874533,-0.843331,-0.763989,1.0
-1.992593,0.120317,0.574359,1.718973,-2.688604,0.0
0.504353,-0.155634,1.005123,-0.354916,-0.014966,1.0
-1.816288,-0.434737,-1.096045,-0.915508,1.104994,0.0
-0.485574,0.646515,-0.675151,0.259667,-0.6624,1.0
0.532264,0.508206,-0.237068,-0.631297,-0.355804,1.0
-3.047151,-2.082985,-0.549645,0.114222,-0.405208,0.0
-0.244323,-0.790373,0.304301,0.33211,-0.146159,1.0
0.778646,0.701053,-0.183529,1.110492,0.123828,1.0
0.752159,-0.096754,-0.106595,0.731781,1.061164,1.0
-2.025809,-0.106271,0.497379,-1.80717,-0.708587,0.0
0.161257,-0.615334,0.818738,3.322035,-0.108404,0.0
0.257119,-0.501367,0.074074,0.702692,-0.544836,1.0
0.351206,1.085306,-1.184073,0.956438,0.503713,0.0
-0.445318,0.711256,-0.00558,0.64063,1.037517,1.0
0.094124,-1.544509,1.137147,-2.276836,-1.224029,0.0
0.926398,0.597447,-0.673005,-0.44898,-0.233387,1.0
1.030215,0.215842,0.861127,-0.429591,0.076346,1.0
-0.876014,-0.496984,-0.321803,1.14644,-0.320495,0.0
0.992024,0.589158,0.375684,-0.329541,-0.692436,1.0
-1.544102,0.144805,0.032128,2.031875,1.350111,0.0
0.863852,0.988969,1.142807,-0.899369,-0.46675,1.0
0.905487,0.802252,0.193409,0.814249,-0.792196,1.0
-0.086904,0.459458,-0.928436,-0.593523,0.070078,1.0
-1.220626,0.931187,1.252848,0.002128,-1.268334,0.0
-0.775021,0.559122,0.777944,0.758125,-0.196376,1.0
-2.003769,1.361726,0.612715,0.366571,2.393427,0.0
0.002325,0.371867,-0.448076,-0.717497,-0.219923,1.0
1.047555,0.261961,-0.064093,2.072079,0.473544,1.0
-0.591029,0.160442,-1.053736,-0.607027,-2.183199,0.0
-0.376638,-0.066712,-0.341897,-0.410366,0.698804,0.0
1.044961,-1.110805,-0.175381,-0.358931,-0.034415,1.0
-0.622206,1.09295,-0.658075,-0.037008,-0.196275,1.0
1.624019,-0.509709,-0.455231,-0.441373,-0.271356,1.0
-3.541832,-0.630732,0.227139,-0.872644,-0.269697,0.0
-1.324071,-0.301278,0.645617,0.621442,1.443515,0.0
0.43255,0.280097,0.274337,-0.698784,1.159939,1.0
0.528554,-1.063472,0.775271,-2.281625,-0.02631,0.0
-1.043126,0.67502,-1.640574,0.70634,1.844311,0.0
0.639401,0.061916,0.770971,-0.69881,-0.040215,1.0
0.971676,-0.56047,-1.453553,-0.101732,2.611922,0.0
0.445735,-0.236203,-0.0857,0.53653,0.248347,1.0
-1.537046,-1.830662,-1.509927,1.041519,1.011329,0.0
-0.004795,-1.317804,-0.183358,-0.445746,0.090566,1.0
-1.083959,0.48841,1.477537,0.524064,-0.151505,0.0
0.33495,0.910265,0.396206,-0.175556,0.25814,1.0
-0.59504,0.033072,-0.136838,-0.069673,0.366496,1.0
-0.844865,-0.821672,1.08898,0.621727,-1.057664,0.0
0.750209,0.170436,0.605518,-0.106181,-0.719621,1.0
0.427201,-1.074655,-0.134685,-1.071385,0.330843,0.0
-1.337956,-0.149272,0.022881,0.706772,-0.189397,0.0
-2.139558,-1.400407,0.805684,0.016488,0.042661,0.0
-0.610066,0.358306,-1.668882,-1.047601,0.761609,0.0
1.525604,0.218616,-0.413372,-0.083907,0.038522,1.0
-0.773216,-1.234004,0.556747,-0.579026,-1.017542,0.0
-0.343029,-0.726415,0.051045,0.904671,-1.802345,0.0
0.604444,-0.632774,-0.225541,-0.338768,-0.092053,1.0
0.941376,0.334221,-0.21832,0.155893,0.748003,1.0
0.039327,0.423308,0.407297,-0.477565,0.145904,1.0
0.636135,-0.371701,0.658329,-0.525562,-0.712193,1.0
-0.064576,0.295543,-1.532021,-1.135595,-0.708147,0.0
0.072211,1.090298,0.276112,-0.706165,0.074703,1.0
1.199329,-0.689784,-0.540085,-0.738312,1.387597,1.0
-1.286114,-1.012136,-0.020668,1.853583,-0.367448,0.0
0.327324,0.462605,0.571237,-0.61938,0.602461,1.0
-1.717995,0.977325,-0.584984,1.101581,2.413505,0.0
1.109172,-1.488781,1.387584,0.87557,0.254063,1.0
-0.901818,-0.164199,0.9652,-0.320131,0.772644,0.0
0.370974,0.437703,0.038532,-1.139801,0.120594,1.0
-0.223871,-0.492205,-0.717572,-0.867957,-0.415819,1.0
-1.612373,1.272208,2.450058,-2.447711,1.158362,0.0
0.132002,2.113017,-1.768699,-0.39131,0.243624,0.0
-0.064538,-0.882874,-0.700782,0.274018,-0.8891,1.0
-0.633302,-1.760716,-1.09534,-0.434915,0.41964,0.0
0.52198,-0.632997,-0.486928,-0.159352,-1.191699,1.0
0.751983,-1.044198,-0.274302,0.681538,-0.868332,0.0
-1.601104,0.300525,0.2991,0.6468,0.207421,0.0
0.797564,-0.672435,-0.005085,0.511226,-0.412709,1.0
-0.063247,0.331537,0.551508,0.815605,0.193804,1.0
1.294549,-0.075445,0.093585,-0.696537,0.884321,0.0
-3.267997,-0.336531,-1.436047,-1.328403,0.509809,0.0
0.555288,0.060349,-1.798891,0.015056,3.393432,0.0
1.11054,-0.289666,-0.273165,-1.195356,-0.252442,1.0
-0.760994,-0.03849,-1.509863,-0.495092,2.514474,0.0
-0.565618,-0.122926,0.367365,-1.145037,-0.45126,1.0
-2.040666,-0.797984,0.749541,-2.346676,1.294309,0.0
1.150738,0.627254,0.525169,-1.08617,0.193233,1.0
0.798295,0.786145,0.175607,-0.174881,-0.340901,1.0
0.462788,0.80455,1.022472,1.255611,2.486663,0.0
0.969449,0.309527,0.627967,0.871452,0.013515,1.0
1.414254,1.081905,0.534148,0.715009,-1.275762,1.0
-0.962202,-0.218205,-0.523307,1.11618,-1.529941,0.0
-0.147428,-0.532317,-0.029061,-0.4122,-1.023346,1.0
0.825926,0.154527,0.248784,-0.618008,0.17699,1.0
0.248132,0.241458,-3.904845,-0.082007,-0.458694,0.0
0.180139,-0.649679,0.939471,0.15077,0.702299,1.0
0.308701,-0.011969,0.401345,-0.255779,-1.561959,1.0
0.359695,0.780542,-0.177895,0.798724,0.091587,1.0
0.750218,-0.15436,0.26456,-0.863406,-0.456482,1.0
-0.353048,-0.449351,-0.692123,0.942211,0.656428,1.0
0.980598,1.522764,-0.472582,-0.059187,0.077936,1.0
1.0655,-0.641758,-1.581121,-1.135085,-0.175186,0.0
-0.316057,-0.270369,-2.976221,-0.176936,-0.491438,0.0
1.094066,0.094637,0.619883,0.094215,0.926433,1.0
2.65894,-0.709494,0.27594,0.050767,0.931442,0.0
0.917892,-0.60315,-0.638157,0.362473,0.371762,1.0
1.196211,-0.860507,-0.87351,0.348837,-0.190259,1.0
-1.721313,-0.151345,-0.381016,0.977815,0.475496,0.0
-0.100093,-0.92723,-1.044373,0.631366,-0.550079,0.0
1.221495,-0.53705,0.278046,-0.104061,-0.211256,1.0
1.07422,0.560627,-0.744632,0.760099,-0.620309,1.0
2.472737,1.280169,-0.001366,-1.037047,0.437605,0.0
-0.696141,0.11993,-2.341073,0.341042,-2.109577,0.0
-1.425425,-1.410345,-0.276842,0.952101,1.22058,0.0
-2.887097,0.024584,3.436435,2.547738,-1.223729,0.0
-0.735746,-1.320615,-2.334281,2.534934,-0.974907,0.0
0.16212,0.134588,0.731291,0.072664,-0.052496,1.0
0.27146,-0.579537,1.038172,-1.41731,4.515881,0.0
0.929817,-1.342369,1.111973,-0.74102,0.123907,1.0
0.107186,0.125235,1.847185,0.595359,-0.526751,1.0
0.236387,-0.005026,0.042647,0.022023,0.658004,1.0
0.210563,0.872909,-0.696632,-1.386625,-0.383489,0.0
0.201282,-0.081241,-0.652631,0.108549,-0.116355,0.0
-3.000383,-0.598346,-0.647953,2.726347,-0.157786,0.0
0.553462,0.098446,1.041467,-0.995236,-1.61916,0.0
1.428253,1.631376,-0.19573,-0.056921,0.263863,1.0
1.453347,-0.417042,-0.56669,-0.574068,0.190976,1.0
0.214663,-0.207681,0.610162,1.034703,0.337539,0.0
1.619604,0.419061,0.491074,-0.312069,0.397745,1.0
-1.584837,0.822899,0.780723,-3.562629,1.18715,0.0
1.278373,-0.663392,-0.23324,-0.077424,-0.451383,1.0
-0.653981,0.351683,0.263864,-0.731604,-0.673639,1.0
0.324069,-0.361266,0.10353,0.019297,-0.228436,1.0
-0.743063,0.433119,-2.043933,-1.788535,2.895574,0.0
1.118283,-0.598654,0.583768,-1.15066,-0.891092,0.0
-0.098843,-0.949294,-0.617882,-2.012326,1.503939,0.0
-0.524384,0.018497,0.49016,-0.392277,2.201439,0.0
-1.338116,0.212204,-1.561749,-1.04912,0.638154,0.0
1.687301,-0.254996,-1.832892,0.942553,-3.465832,0.0
-0.558143,-0.080095,-0.133591,0.945331,0.116599,1.0
0.25855,-1.707476,1.404362,-2.888781,-0.396174,0.0
-1.456145,0.152822,1.210655,1.723495,-0.95473,0.0
0.192013,-0.74908,0.530753,-0.26643,-0.492623,1.0
-2.735321,-2.377408,-0.616988,-1.68946,-0.726646,0.0
1.463688,-0.625214,-0.089073,2.172658,-1.249775,0.0
0.19736,1.041586,0.161296,-0.306724,-0.05279,1.0
0.0678,-1.075532,-0.514015,-0.216123,0.572329,1.0
0.784108,0.36077,-0.390274,0.035737,-0.382235,1.0
0.018933,-0.124895,-0.121063,-0.057293,-0.915923,1.0
0.230954,-0.241483,0.062156,1.377345,-0.179518,1.0
1.310612,-1.355344,2.025324,2.22724,0.295057,0.0
0.472755,-0.098252,1.794549,0.495213,-0.20063,0.0
0.790288,0.867515,0.746988,-1.310093,1.934756,0.0
-1.261601,0.876725,-0.078203,-0.647931,1.477133,0.0
1.357647,0.020542,-0.01298,-2.134665,-0.604619,0.0
1.399095,0.145946,0.48281,-0.965742,-0.18498,1.0
0.290358,-0.12827,-1.844406,-3.039385,1.387983,0.0
1.099399,0.224353,-0.681522,0.221622,-0.129497,1.0
-0.345385,0.98443,0.125822,1.143801,-0.18748,0.0
1.357693,-0.554087,0.444356,0.276026,0.80698,1.0
0.824581,-0.485983,-0.557423,-0.672224,-0.137995,1.0
0.423923,0.34835,-0.707322,0.298782,-0.814868,1.0
0.882732,0.34224,0.757911,0.004029,0.51734,1.0
1.314612,-0.543826,0.337638,-1.143416,-0.448351,1.0
0.351678,0.173371,0.245614,-0.252744,0.703099,1.0
1.038141,-0.53034,0.181058,0.001841,1.153358,1.0
-0.14425,0.695393,0.373898,1.225145,1.090312,0.0
1.743425,-0.30789,-0.091385,1.023737,-0.833755,1.0
-0.269403,-0.481537,-0.107425,-2.154439,1.464851,1.0
0.0736,0.239525,0.211458,1.344338,0.115039,1.0
0.374407,0.46854,0.003482,0.017979,0.021634,1.0
0.423578,-0.229453,0.366044,0.677065,0.667554,0.0
1.145499,-1.405455,1.029329,1.347662,0.64465,0.0
-1.021898,1.561469,1.697753,0.362765,-1.170553,0.0
-0.828094,-0.78479,-0.71904,1.690959,1.801072,0.0
0.020874,0.042287,-0.427126,0.530262,-0.621757,1.0
0.768717,0.674742,-0.198602,0.676069,0.097331,1.0
-1.223123,0.586953,-0.008024,-1.049996,-0.959421,0.0
0.632307,-0.207281,-0.647512,-0.56924,0.450535,1.0
1.651679,0.100151,-1.037291,-1.418578,0.763808,0.0
0.635707,-0.226046,-0.125117,0.641865,-1.159492,1.0
-0.476418,-0.615979,-0.943739,-0.482563,-0.980907,1.0
-1.152333,1.658469,1.605445,-1.757604,1.708005,0.0
0.176013,0.386392,1.183616,-0.875202,0.477782,1.0
0.353976,1.249533,0.735294,0.56317,-0.122219,1.0
0.674885,0.744727,0.279998,0.052553,-0.013836,1.0
-1.458977,-1.058212,-2.774501,-0.604948,1.891759,0.0
0.837708,-1.415709,0.495589,-0.124298,0.361264,1.0
1.740651,0.794319,0.641618,-0.724053,0.646884,1.0
-0.130917,-0.782969,0.67154,0.006761,-0.847857,0.0
-2.320769,0.060984,0.721774,-1.197089,1.125966,0.0
-2.132398,-1.264268,0.052422,-2.069038,-2.877515,0.0
0.11205,-0.854186,0.236937,0.634836,0.313269,1.0
1.522475,-0.207561,-1.352758,-0.842765,-0.85499,1.0
-0.429721,1.042522,0.139559,0.352446,-0.17798,1.0
-1.182377,0.894335,0.769645,-0.276144,1.831612,0.0
1.082987,-1.725726,-0.798447,1.726248,-0.538293,0.0
-1.643951,0.217326,-1.104404,1.513054,-3.005806,0.0
-3.250897,-1.775094,0.095095,1.818628,-0.301779,0.0
-2.718824,-1.305065,0.205396,-1.873102,0.672133,0.0
-1.476588,0.875947,0.285359,-0.918846,-0.313598,0.0
-0.592339,-0.789252,-2.115645,0.69561,0.192641,0.0
0.042382,-0.784085,-0.209696,1.00914,-1.148065,1.0
-0.154127,0.723854,0.891746,0.497168,-1.300588,0.0
0.632522,0.235077,0.681003,0.622776,0.388661,0.0
0.672747,-0.016731,0.674066,0.191995,0.537774,1.0
-1.329787,0.418075,-0.26314,-2.260885,-0.660461,0.0
0.533599,0.002178,0.567674,0.76678,0.284739,1.0
-0.78095,-0.291628,-0.363527,0.717995,0.326823,0.0
0.873747,-0.024937,-0.443993,0.510571,-0.565452,1.0
-0.425774,0.206112,0.528376,0.164246,0.342636,1.0
0.206214,-0.271577,1.355922,-1.194433,-0.272586,1.0
1.143304,1.44873,1.734633,1.192774,-1.195815,0.0
0.485313,-0.059688,0.347334,-0.190286,-0.564095,1.0
-2.168239,2.544628,0.170062,2.124224,2.027317,0.0
0.73138,0.843851,0.024618,-2.533223,-2.994752,0.0
1.386552,-0.135688,-0.009923,0.623414,-0.221817,1.0
0.467696,-0.073283,-1.009189,0.796651,-0.961237,0.0
-0.645105,-0.027828,1.030532,-1.801095,-0.862023,0.0
0.114434,1.015702,-1.272654,-0.49251,0.07145,0.0
-1.459093,-0.7568,0.291181,0.131689,0.988045,0.0
0.098462,-0.217216,-0.130434,0.673927,-0.020074,1.0
0.235285,0.267071,-0.31694,0.932984,0.973524,1.0
-0.949727,1.031019,0.350833,1.462805,0.527031,0.0
-1.529485,0.283381,-0.898132,-0.665437,3.735534,0.0
-1.12265,-2.79902,-1.312056,0.308248,-0.356295,0.0
-0.466607,1.619178,1.050652,1.956444,1.252067,0.0
0.076669,-0.758968,0.065533,-0.434706,0.102053,1.0
0.731399,-0.787914,-0.914586,0.164026,-0.815385,1.0
1.025072,0.069645,-0.574417,-0.247666,-0.243761,1.0
0.772628,0.191934,0.437119,-0.723817,0.441068,1.0
0.973786,2.020764,-0.430538,-0.821145,0.862725,1.0
0.694364,-0.304542,-0.151281,-0.11644,0.314085,1.0
-1.425898,1.041693,1.590696,-1.257283,0.374289,0.0
0.238785,-0.899254,-0.664667,0.078493,0.730085,1.0
0.031766,-0.581222,-0.751495,-0.706829,-0.000127,1.0
1.888449,1.020367,0.406029,-1.563612,-0.660183,1.0
0.113655,0.225328,0.033017,-0.142469,0.288878,1.0
0.694262,0.247945,0.059998,-1.201239,0.648408,1.0
0.694726,-1.050791,-0.681336,-0.982364,-0.046897,1.0
0.853718,0.977626,-0.48142,1.283513,1.095834,1.0
0.468648,1.198996,-0.679637,0.559598,-0.19478,1.0
-0.345664,-1.180179,-0.887287,-0.490915,-0.497495,1.0
1.503747,0.869442,-0.308681,0.904425,-0.017001,1.0
2.842502,1.501006,-1.037394,-0.171429,-0.517811,0.0
-0.245857,0.589991,0.983593,-0.144063,0.138246,1.0
0.885979,-0.255242,-0.340653,-1.022965,0.347266,0.0
0.944458,1.841937,-0.565592,0.399072,-0.872966,0.0
-1.757143,-0.302871,0.505614,-1.121665,-2.823034,0.0
0.011212,-0.584022,-0.524002,0.006723,0.697534,0.0
-0.055667,0.377745,-0.580958,0.787566,0.208336,1.0
0.458059,0.352218,-1.078855,0.602544,-0.316471,1.0
-2.270746,-0.243224,0.331889,-3.170737,-2.118921,0.0
-2.55984,-0.205759,-0.774245,-0.244566,-0.45042,0.0
-0.096546,-1.649431,-1.549381,-0.386473,-1.816578,0.0
-2.063909,-1.018476,-0.928351,-0.892785,-0.312838,0.0
-0.451632,2.59889,0.141849,0.297103,-0.690685,0.0
-0.703888,-0.586953,0.839227,-0.633958,1.73117,0.0
1.031416,-0.362286,-0.519335,1.068183,-0.049778,1.0
-1.160053,-0.544136,2.524202,-0.464709,0.293919,0.0
0.054069,0.080234,-1.985468,0.279286,1.099119,0.0
-0.479645,1.407011,-1.16649,3.088326,0.185464,0.0
0.830435,0.8935,0.996998,-0.702621,0.369787,1.0
1.324276,-0.301423,0.425471,0.454971,0.2127,1.0
1.360502,-0.259021,1.55,0.875516,1.020533,1.0
2.457731,0.142021,-0.228394,0.237636,0.057715,1.0
0.458592,1.369855,0.422436,0.356564,0.434322,1.0
-0.007717,-0.225075,-0.710794,-2.194871,0.553957,0.0
0.922586,-0.388523,0.020128,0.090793,1.144948,1.0
0.881012,-0.499717,0.229719,0.169117,-0.098225,1.0
-0.178299,-0.428232,-0.739468,-0.424336,0.55262,0.0
0.704405,-0.48358,-0.287783,0.785987,0.308631,1.0
-2.130354,-0.650727,1.058025,3.043042,-0.255762,0.0
-0.711392,1.976318,-1.245411,-0.359188,-0.425514,0.0
0.691164,-1.078655,-0.105741,-0.013124,-0.147447,1.0
0.239439,0.782973,-0.381085,0.780219,-0.758745,1.0
-0.265668,-0.18991,-1.518542,-0.14425,0.551895,1.0
1.118269,-0.59422,1.158949,1.170412,-0.379703,1.0
0.325012,0.20278,0.092838,0.384991,-0.371373,1.0
0.69591,0.344564,1.593524,0.33205,-0.847367,1.0
2.190388,1.022358,-0.249235,-0.619915,-0.354688,1.0
-1.070373,-1.502021,0.124984,-0.984102,1.918868,0.0
-0.884501,-2.009276,0.572242,0.14512,1.636758,0.0
1.183232,0.577221,0.057725,0.084977,1.279147,1.0
-0.359831,0.249549,1.595571,0.01021,1.044856,1.0
-0.633245,-0.703688,0.071406,-1.822649,2.437441,0.0
-0.290959,1.295526,-0.128705,-0.544128,-0.090909,0.0
-2.471628,0.003537,1.851175,1.02232,-2.142246,0.0
-1.19686,2.795311,-1.235487,-0.663852,0.980914,0.0
-0.11443,-0.654686,2.538559,-1.7362,-0.246752,0.0
0.361913,0.335946,0.608513,0.291059,-0.252097,1.0
-2.227314,1.253674,1.148382,0.585561,0.023111,0.0
-0.361823,0.163763,0.351372,0.507172,0.995014,1.0
1.760374,0.049777,-1.038378,0.321274,0.240495,1.0
0.129561,-0.345955,0.252513,0.185801,0.375085,1.0
0.126717,-1.689226,0.500384,1.636712,0.656558,1.0
0.50165,-0.078299,-0.960054,-1.450318,-1.905087,0.0
0.05575,0.360687,-0.50699,-0.070635,0.390932,1.0
0.370199,-0.121493,-0.138252,0.099609,1.618178,1.0
0.594916,-0.399105,0.731051,0.181326,1.134255,1.0
0.777582,3.687936,1.308777,-0.611423,1.391247,0.0
0.722772,0.305004,0.981043,2.23322,-0.067462,0.0
-1.032585,0.218872,0.432047,-0.323763,-0.419879,0.0
-3.460739,-1.50141,-0.210144,0.110263,1.720578,0.0
0.61371,0.004025,0.048887,0.308396,-0.591291,1.0
0.251236,0.597226,0.80138,-0.610524,0.311374,1.0
0.31165,-0.2439,-0.234717,0.090295,1.331369,1.0
1.086683,0.361748,0.167201,-0.227828,1.043089,1.0
0.89985,-0.367419,-1.151846,-0.353792,-1.32453,1.0
-0.495798,0.893962,-0.780207,1.477111,-0.45395,0.0
0.135037,0.590896,-0.733746,0.082663,0.058267,1.0
-0.51914,0.65072,-0.037533,-0.653311,-0.812177,1.0
0.368841,-0.192129,0.836556,-0.343018,-0.747471,0.0
0.203952,-0.617523,-1.587688,1.233855,0.35716,0.0
0.008605,0.697306,-0.25831,-0.065948,0.115124,1.0
1.520343,-0.681817,0.100637,1.84328,1.395759,0.0
-1.688406,2.309744,-0.482049,-0.52742,1.758035,0.0
-0.135443,-0.629196,0.534089,-1.048006,-1.098383,1.0
0.824696,0.632548,1.515525,0.958014,-0.652988,0.0
-0.511112,-0.389111,-0.241319,0.56228,-1.508777,0.0
0.141945,-0.352964,1.895869,-1.923769,1.007241,0.0
0.92023,1.102681,0.330817,0.674752,2.188032,0.0
-2.423732,0.853034,-0.418291,-2.248787,-1.364294,0.0
1.266966,0.953679,-0.081708,-0.427721,1.12652,1.0
0.720646,-1.351302,0.663732,0.188786,-1.421116,0.0
0.056603,-0.528412,0.53934,-1.358521,1.706388,0.0
0.671254,-0.508163,0.203992,-0.294222,-0.342967,1.0
0.373745,0.132842,0.73715,-0.125697,-0.007911,1.0
0.241152,-0.2129,0.373154,0.183631,-0.099003,1.0
0.174588,-0.548088,0.783071,-0.427932,0.427294,1.0
1.794861,0.095505,-0.998785,2.898269,2.11047,0.0
